Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDX25,,Low Fat,0.101562,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.296
NCX42,,Low Fat,0.00595,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.125
FDG33,,Regular,0.139561,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
FDL56,14.1,Low Fat,0.126036,Fruits and Vegetables,86.4198,OUT045,2002,,Tier 2,Supermarket Type1,1133.857
FDF14,7.55,Low Fat,0.027165,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278
NCD06,13,Low Fat,0.099325,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
DRM47,,Low Fat,0.043574,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.015
FDS46,,Regular,0.082741,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
FDB35,12.3,Regular,0.064565,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.488
FDX21,,LF,0.084555,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.633
NCU05,,Low Fat,0.058452,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854
NCR38,17.25,Low Fat,0.113749,Household,251.3724,OUT045,2002,,Tier 2,Supermarket Type1,6795.155
NCR18,15.85,Low Fat,0.020604,Household,42.7112,OUT017,2007,,Tier 2,Supermarket Type1,639.168
NCU41,18.85,Low Fat,0.052045,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.438
FDY56,16.35,Regular,0.062764,Fruits and Vegetables,227.6062,OUT017,2007,,Tier 2,Supermarket Type1,7222.598
DRJ51,14.1,Low Fat,0.087977,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.135
FDK21,7.905,Low Fat,0.01001,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
FDY25,12,Low Fat,0.033946,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.854
FDU44,12.15,Regular,0.058415,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
FDL43,10.1,Low Fat,0.027106,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969
FDF05,17.5,Low Fat,0.027023,Frozen Foods,262.491,OUT017,2007,,Tier 2,Supermarket Type1,5259.82
DRF15,,Low Fat,0.058153,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268
FDL20,17.1,Low Fat,0.128938,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.018
FDV32,7.785,Low Fat,0.088846,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012
FDJ34,11.8,Regular,0.093578,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
FDG08,13.15,Regular,0.165695,Fruits and Vegetables,171.8764,OUT045,2002,,Tier 2,Supermarket Type1,3779.081
FDQ04,,Low Fat,0.148393,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
FDW13,8.5,Low Fat,0.098438,Canned,51.1324,OUT017,2007,,Tier 2,Supermarket Type1,259.662
NCI17,8.645,Low Fat,0.143303,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082
FDY03,17.6,Regular,0.076276,Meat,110.9202,OUT045,2002,,Tier 2,Supermarket Type1,1687.803
FDS12,9.1,Low Fat,0.175103,Baking Goods,127.5362,OUT017,2007,,Tier 2,Supermarket Type1,4655.939
FDJ55,12.8,Regular,0.023511,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.889
DRK01,7.63,Low Fat,0.061053,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
FDG28,9.285,Regular,0.049559,Frozen Foods,246.4144,OUT017,2007,,Tier 2,Supermarket Type1,1225.072
FDY38,13.6,Regular,0.119418,Dairy,231.03,OUT045,2002,,Tier 2,Supermarket Type1,5359.69
FDN01,8.895,Low Fat,0.072546,Breakfast,176.237,OUT045,2002,,Tier 2,Supermarket Type1,1764.37
NCR54,16.35,Low Fat,0.090487,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343
FDG29,17.6,Low Fat,0.056245,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.69
FDG24,7.975,Low Fat,0.014619,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
FDG59,15.85,Low Fat,0.043479,Starchy Foods,36.7164,OUT017,2007,,Tier 2,Supermarket Type1,308.9312
FDM28,15.7,Low Fat,0.045166,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724
FDW04,8.985,Regular,0.057827,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
FDS26,20.35,Low Fat,0.089395,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.275
FDQ56,6.59,Low Fat,0.105509,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.488
FDK51,19.85,Low Fat,0.005234,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.745
FDL22,16.85,Low Fat,0.03639,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.622
FDH19,,Low Fat,0.032928,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.5
FDY55,16.75,Low Fat,0.081253,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.965
FDY03,17.6,Regular,0.076552,Meat,110.5202,OUT017,2007,,Tier 2,Supermarket Type1,450.0808
FDK21,7.905,Low Fat,0.016759,Snack Foods,250.4408,OUT010,1998,,Tier 3,Grocery Store,500.6816
FDZ10,,Low Fat,0.044248,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558
FDZ32,7.785,Regular,0.038288,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
NCZ18,7.825,Low Fat,0.186033,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.075
NCF07,,Low Fat,0.031867,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.234
DRE49,20.75,Low Fat,0.02137,Soft Drinks,153.0024,OUT017,2007,,Tier 2,Supermarket Type1,2277.036
FDJ08,,Low Fat,0.193773,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
FDT39,6.26,Regular,0.009866,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
FDE08,18.2,Low Fat,0.082551,Fruits and Vegetables,147.3734,OUT010,1998,,Tier 3,Grocery Store,296.9468
NCD06,13,Low Fat,0.09973,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
FDB57,20.25,Regular,0.018802,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
NCT54,8.695,Low Fat,0.119721,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.722
DRF49,7.27,Low Fat,0.071222,Soft Drinks,113.5518,OUT045,2002,,Tier 2,Supermarket Type1,569.259
FDM25,,Regular,0.060372,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.966
FDF20,12.85,low fat,0.033288,Fruits and Vegetables,198.4768,OUT045,2002,,Tier 2,Supermarket Type1,1379.538
FDH27,7.075,Low Fat,0.058585,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.566
FDV60,,Regular,0.116793,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
FDY59,8.195,Low Fat,0.031452,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
FDK36,7.09,Low Fat,0.007214,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408
NCM31,6.095,Low Fat,0.081197,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154
FDE33,19.35,Regular,0.049916,Fruits and Vegetables,80.2644,OUT017,2007,,Tier 2,Supermarket Type1,942.7728
FDU36,6.15,Low Fat,0.046271,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.922
FDV13,,Regular,0.027477,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.767
FDV20,,Regular,0.104705,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
NCQ54,17.7,Low Fat,0.01254,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659
FDO23,17.85,Low Fat,0.147024,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.523
DRE60,9.395,Low Fat,0.159658,Soft Drinks,224.972,OUT045,2002,,Tier 2,Supermarket Type1,7696.648
DRP47,15.75,Low Fat,0.141399,Hard Drinks,250.5382,OUT017,2007,,Tier 2,Supermarket Type1,2775.72
FDB21,7.475,Low Fat,0.148822,Fruits and Vegetables,241.2854,OUT045,2002,,Tier 2,Supermarket Type1,5317.079
FDR04,7.075,Low Fat,0,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612
FDX23,6.445,Low Fat,0.029692,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.98
FDX19,19.1,Low Fat,0.096716,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.045
FDD40,20.25,Regular,0.014791,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDA01,15,Regular,0.054378,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
FDS33,6.67,Regular,0.123429,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.888
FDM50,,Regular,0.029943,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDB29,16.7,Regular,0.052368,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
FDF46,7.07,Low Fat,0.093861,Snack Foods,115.5834,OUT045,2002,,Tier 2,Supermarket Type1,1267.017
FDA33,6.48,Low Fat,0.033969,Snack Foods,148.0076,OUT045,2002,,Tier 2,Supermarket Type1,886.8456
FDC08,19,Regular,0.173154,Fruits and Vegetables,228.272,OUT010,1998,,Tier 3,Grocery Store,452.744
FDB53,13.35,Low Fat,0.139735,Frozen Foods,147.5392,OUT045,2002,,Tier 2,Supermarket Type1,3877.619
FDY31,,Low Fat,0.043352,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254
DRQ35,,Low Fat,0.042087,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.907
FDX36,9.695,Regular,0.128483,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.889
DRD13,15,Low Fat,0.049357,Soft Drinks,62.6168,OUT017,2007,,Tier 2,Supermarket Type1,958.752
FDC52,11.15,Regular,0.008327,Dairy,149.9708,OUT017,2007,,Tier 2,Supermarket Type1,1956.12
FDB45,20.85,Low Fat,0.021363,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.204
NCK19,9.8,Low Fat,0.151421,Others,194.3478,OUT010,1998,,Tier 3,Grocery Store,387.4956
FDV51,16.35,Low Fat,0.032512,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052
FDZ35,9.6,Regular,0.022324,Breads,101.299,OUT045,2002,,Tier 2,Supermarket Type1,1754.383
NCW17,,Low Fat,0.019292,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.984
FDV59,13.35,Low Fat,0.048124,Breads,216.7166,OUT045,2002,,Tier 2,Supermarket Type1,3918.899
DRH39,20.7,Low Fat,0.092613,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
FDN60,,Low Fat,0.094697,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.431
FDU55,16.2,Low Fat,0.035984,Fruits and Vegetables,260.6278,OUT045,2002,,Tier 2,Supermarket Type1,4425.573
FDN58,,Regular,0.056597,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
FDC41,,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701
FDO01,,Regular,0.020618,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.99
NCO43,5.5,Low Fat,0.047098,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.653
FDQ07,15.1,Regular,0.087584,Fruits and Vegetables,221.7456,OUT045,2002,,Tier 2,Supermarket Type1,6410.322
FDF28,15.7,Regular,0.038079,Frozen Foods,122.9046,OUT017,2007,,Tier 2,Supermarket Type1,1992.074
FDM01,7.895,reg,0.095102,Breakfast,104.4332,OUT017,2007,,Tier 2,Supermarket Type1,2870.93
FDY49,,Regular,0.011954,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.013
FDR24,17.35,Regular,0.062799,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
NCY18,7.285,Low Fat,0.031126,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
NCY30,20.25,Low Fat,0.026006,Household,180.9976,OUT045,2002,,Tier 2,Supermarket Type1,2716.464
FDJ22,,Low Fat,0.092464,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008
DRI37,15.85,Low Fat,0.107765,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
FDL27,6.17,Low Fat,0.010647,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478
NCO30,19.5,Low Fat,0.015749,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.694
NCB07,19.2,Low Fat,0.077628,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576
FDX25,16.7,Low Fat,0,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.009
FDP59,20.85,Regular,0.056696,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.566
FDR59,14.5,Regular,0.063993,Breads,260.4594,OUT045,2002,,Tier 2,Supermarket Type1,5494.847
FDT27,11.395,Regular,0.069529,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.402
DRI01,7.97,Low Fat,0.034453,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
FDU09,7.71,Regular,0.066701,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.699
FDH26,19.25,Regular,0.0347,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.338
FDH27,7.075,Low Fat,0.058347,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.882
FDN39,,Regular,0.065203,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
FDH40,11.6,Regular,0.07893,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.186
FDJ56,,Low Fat,0.182515,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
DRN47,12.1,Low Fat,0.016895,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCO17,10,Low Fat,0.07338,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.412
FDX60,14.35,Low Fat,0.080758,Baking Goods,81.896,OUT045,2002,,Tier 2,Supermarket Type1,878.856
FDT22,10.395,Low Fat,0.112271,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.142
FDX26,,Low Fat,0.153741,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292
FDG45,8.1,Low Fat,0.12793,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.633
FDD44,8.05,Regular,0.078386,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
FDS15,9.195,Regular,0.078502,Meat,108.7596,OUT017,2007,,Tier 2,Supermarket Type1,2588.63
FDL51,20.7,Regular,0.047685,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.326
FDL32,15.7,Regular,0.12316,Fruits and Vegetables,110.1544,OUT017,2007,,Tier 2,Supermarket Type1,1230.398
FDZ07,,Regular,0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.743
NCW53,,Low Fat,0.053393,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324
NCA54,16.5,Low Fat,0.036716,Household,180.0318,OUT045,2002,,Tier 2,Supermarket Type1,3969.5
FDX09,9,Low Fat,0.065237,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228
FDO51,6.785,Regular,0.041948,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128
FDW49,19.5,Low Fat,0.082888,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.701
FDB27,7.575,Low Fat,0.05539,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.227
FDF45,18.2,Regular,0.012195,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
FDV02,16.75,Low Fat,0.060495,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.101
FDY28,7.47,Regular,0,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
FDX31,,Regular,0.014754,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.003
FDR43,,Low Fat,0.160707,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.284
FDP51,13.85,Regular,0.085622,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.736
FDL52,6.635,Regular,0.046351,Frozen Foods,37.4506,OUT017,2007,,Tier 2,Supermarket Type1,1176.469
FDR44,6.11,Regular,0.102921,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.414
FDB34,15.25,Low Fat,0.026605,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
FDC50,15.85,Low Fat,0,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.722
FDT57,15.2,Low Fat,0.03186,Snack Foods,235.1248,OUT010,1998,,Tier 3,Grocery Store,474.0496
FDP22,,Regular,0,Snack Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
DRE49,20.75,LF,0.02125,Soft Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.641
FDM40,10.195,Low Fat,0.159937,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.677
FDY32,7.605,Low Fat,0.129503,Fruits and Vegetables,164.021,OUT045,2002,,Tier 2,Supermarket Type1,3914.904
FDW07,18,Regular,0.142689,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
FDU02,,Low Fat,0.179484,Dairy,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
NCF18,18.35,Low Fat,0.089163,Household,191.3504,OUT045,2002,,Tier 2,Supermarket Type1,3259.757
FDQ56,6.59,Low Fat,0.105761,Fruits and Vegetables,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816
FDN58,13.8,reg,0.056961,Snack Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.174
FDG35,21.2,Regular,0.007041,Starchy Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.155
FDY34,10.5,Regular,0.011027,Snack Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.547
NCE19,8.97,Low Fat,0.093203,Household,52.7956,OUT045,2002,,Tier 2,Supermarket Type1,1037.316
NCK31,,Low Fat,0.026917,Others,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
NCJ29,10.6,Low Fat,0.035264,Health and Hygiene,86.1224,OUT045,2002,,Tier 2,Supermarket Type1,426.112
FDT59,13.65,Low Fat,0.015908,Breads,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004
NCX41,19,Low Fat,0.017719,Health and Hygiene,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.039
FDU45,,Regular,0.035334,Snack Foods,115.3518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036
FDW24,,Low Fat,0.065652,Baking Goods,48.9034,OUT019,1985,Small,Tier 1,Grocery Store,48.6034
FDF22,6.865,Low Fat,0.056919,Snack Foods,212.8218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.489
FDM60,10.8,Regular,0.048143,Baking Goods,40.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
FDR02,16.7,Low Fat,0.022047,Dairy,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1,1890.206
DRP35,,Low Fat,0.090427,Hard Drinks,126.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
FDS48,15.15,Low Fat,0.027779,Baking Goods,150.1708,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.708
NCZ42,10.5,Low Fat,0,Household,238.3248,OUT010,1998,,Tier 3,Grocery Store,711.0744
FDZ38,17.6,Low Fat,0.008034,Dairy,174.2422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055
FDH19,19.35,Low Fat,0.033088,Meat,175.4738,OUT046,1997,Small,Tier 1,Supermarket Type1,521.3214
NCB55,15.7,Low Fat,0.160663,Household,59.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868
FDC15,18.1,LF,0.178976,Dairy,155.5288,OUT017,2007,,Tier 2,Supermarket Type1,1571.288
FDF11,10.195,Regular,0.017628,Starchy Foods,239.6538,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538
FDW35,,low fat,0.019416,Breads,41.6454,OUT019,1985,Small,Tier 1,Grocery Store,83.8908
FDB44,6.655,Low Fat,0.016993,Fruits and Vegetables,211.0586,OUT045,2002,,Tier 2,Supermarket Type1,844.2344
NCC06,19,Low Fat,0.027139,Household,127.3336,OUT017,2007,,Tier 2,Supermarket Type1,2940.173
FDR04,7.075,Low Fat,0.037772,Frozen Foods,98.0068,OUT010,1998,,Tier 3,Grocery Store,291.6204
FDB17,13.15,Low Fat,0.036746,Frozen Foods,181.2976,OUT045,2002,,Tier 2,Supermarket Type1,3259.757
FDW43,20.1,Regular,0.02246,Fruits and Vegetables,226.8036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
FDA27,20.35,Regular,0,Dairy,256.7672,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.678
NCU41,18.85,Low Fat,0.052136,Health and Hygiene,190.1846,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.961
FDY56,16.35,Regular,0.062508,Fruits and Vegetables,227.1062,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.655
FDV39,11.3,Low Fat,0.00731,Meat,196.2426,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.565
FDN32,17.5,Low Fat,0.015624,Fruits and Vegetables,182.6266,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.252
FDW07,18,Regular,0.142978,Fruits and Vegetables,87.4514,OUT045,2002,,Tier 2,Supermarket Type1,796.9626
FDZ27,7.935,Low Fat,0.017191,Dairy,51.535,OUT045,2002,,Tier 2,Supermarket Type1,848.895
FDW23,,Low Fat,0.143593,Baking Goods,37.3164,OUT019,1985,Small,Tier 1,Grocery Store,38.6164
FDU01,20.25,Regular,0.011995,Canned,184.5924,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.495
FDF10,15.5,Regular,0.157172,Snack Foods,149.1418,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672
DRH03,,Low Fat,0.061393,Dairy,91.812,OUT019,1985,Small,Tier 1,Grocery Store,372.848
FDW27,,Regular,0.264125,Meat,155.7314,OUT019,1985,Small,Tier 1,Grocery Store,155.1314
DRI13,15.35,Low Fat,0.02031,Soft Drinks,218.0508,OUT013,1987,High,Tier 3,Supermarket Type1,3038.711
NCR05,10.1,Low Fat,0.054631,Health and Hygiene,200.2084,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.267
FDB29,16.7,Regular,0.052518,Frozen Foods,115.4176,OUT045,2002,,Tier 2,Supermarket Type1,687.1056
FDL51,20.7,Regular,0.047565,Dairy,213.4876,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.488
FDB11,16,LF,0.060797,Starchy Foods,223.8404,OUT013,1987,High,Tier 3,Supermarket Type1,3600.646
FDI35,14,Low Fat,0.041291,Starchy Foods,180.7634,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.161
FDX08,12.85,Low Fat,0.022604,Fruits and Vegetables,181.4318,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.204
FDP59,20.85,Regular,0.05658,Breads,105.6648,OUT045,2002,,Tier 2,Supermarket Type1,623.1888
NCJ18,12.35,Low Fat,0.164197,Household,120.5124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.223
FDJ41,6.85,Low Fat,0.022976,Frozen Foods,261.6594,OUT018,2009,Medium,Tier 3,Supermarket Type2,3401.572
FDU08,10.3,Low Fat,0.02731,Fruits and Vegetables,101.0042,OUT035,2004,Small,Tier 2,Supermarket Type1,1289.655
FDS09,,Regular,0.141975,Snack Foods,49.6008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008
DRH15,8.775,Low Fat,0,Dairy,45.9428,OUT013,1987,High,Tier 3,Supermarket Type1,790.9704
NCV17,18.85,Low Fat,0.016199,Health and Hygiene,129.2626,OUT017,2007,,Tier 2,Supermarket Type1,3147.902
NCO54,,Low Fat,0.014205,Household,56.7614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2486.763
FDE24,14.85,Low Fat,0.093445,Baking Goods,141.0812,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.85
FDH53,20.5,Regular,0.0192,Frozen Foods,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.302
FDZ13,7.84,Regular,0.15412,Canned,51.935,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
FDW28,18.25,Low Fat,0.089004,Frozen Foods,196.7452,OUT045,2002,,Tier 2,Supermarket Type1,978.726
FDU46,10.3,Regular,0.011117,Snack Foods,85.854,OUT013,1987,High,Tier 3,Supermarket Type1,2683.174
